DWHName,IncomingFileName,FriendlyName,FileType,Affiliate,Brand,Data Granularity,Data Owner,Vendor Name,VendorContact,Source System Name,PullType,Data Business Owner,Data Technical Owner,Data Type,SubDataType,Data Set Description,File Location,LocatedIn,File Current Status,Deactivation Date,Reason For Deactivation,When is the File Sent,Load Frequency,File Pre Processed,Landing Zone Table Name,Transformation Layer Table Name,Reporting Layer table Name,Comment
Japan Datawarehouse,Dermalix_502_Inventory_qtr,Dermalix 502 Inventory Qtr,tsv,Turkey,Dermalix,"HCP, Rep, Region, Country",Lakshya Mishra,Veeva,veeva855@vendor.net,Veeva CRM,Automated,akira421@company.com,johanna@dr.com61@dr.com,Inventory Data,Weekly Rep HCP Engagement Data,"Contains inventory data for Dermalix in Turkey, with fields: volume, rep, engagement, revenue.",adls/inventory/dermalix/turkey/,s3,Inactive,02/03/2024,Contract expired on 02/03/2024,Beginning of week,Biweekly,No,dermalix_turkey_inventory_z,dermalix_inventory_biweekly_xform,dermalix_inventory_turkey_metr_rpt,Backfill required for last 3 months
Japan Datawarehouse,OncoPro_503_Sales_weekly,Oncopro 503 Sales Weekly,psv,US,OncoPro,"Country, Price, Region",Sridhar,Veeva,veeva248@company.com,IQVIA,Manual,jones@dr.com708@dr.com,johanna@dr.com344@vendor.net,Sales Data,Campaign Metrics,"Contains sales data for OncoPro in US, with fields: engagement, price, region, rep.",gcs/sales/oncopro/us/,s3,Active,,,End of Quarter,Weekly,Yes,oncopro_us_sales_z,oncopro_sales_weekly_xform,oncopro_sales_us_metrics_rpt,PII masked at source
Global Datawarehouse,Diab_1_504_Claims_weekly,Diab 1 504 Claims Weekly,psv,Australia,Diab_1,"Region, HCP, Revenue, Price",Sridhar,IQVIA,iqvia259@company.com,IQVIA,API Pull,smith@dr.com163@veeva.com,johanna@dr.com341@company.com,Claims Data,Regional Sales Data,"Contains claims data for Diab_1 in Australia, with fields: rep, volume, ta, hcp.",s3/claims/diab_1/australia/,s3,Active,,,End of Month,Weekly,Yes,diab_1_australia_claims_z,diab_1_claims_weekly_xform,diab_1_claims_australia_metric_rpt,Schema change expected next quarter
Japan Datawarehouse,All Brands_505_Sales_weekly,All Brands 505 Sales Weekly,tsv,Italy,All Brands,"Brand, Price, TA, HCP",Smith,Veeva,veeva560@veeva.com,IQVIA,API Pull,akira76@company.com,johanna@dr.com580@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in Italy, with fields: hcp, volume, region.",adls/sales/allbrands/italy/,s3,Inactive,07/03/2024,Contract expired on 07/03/2024,Monthly,Weekly,No,all_brands_italy_sales_z,all_brands_sales_weekly_xform,all_brands_sales_italy_metrics_rpt,New processing pipeline in progress
US Datawarehouse,Dermalix_506_Sales_weekly,Dermalix 506 Sales Weekly,psv,Turkey,Dermalix,"Revenue, HCP, Brand",Lakshya Mishra,Veeva,veeva167@company.com,Veeva CRM,Manual,miguel32@veeva.com,smith936@iqvia.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Dermalix in Turkey, with fields: revenue, region, volume, price.",gcs/sales/dermalix/turkey/,adls,Active,,,Beginning of week,Weekly,No,dermalix_turkey_sales_z,dermalix_sales_weekly_xform,dermalix_sales_turkey_metrics_rpt,Backfill required for last 3 months
US Datawarehouse,All Brands_507_Claims_daily,All Brands 507 Claims Daily,csv,Japan,All Brands,"Country, Region, Rep",Lakshya Mishra,IQVIA,iqvia828@vendor.net,Veeva CRM,Automated,smith@dr.com649@dr.com,chen871@vendor.net,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for All Brands in Japan, with fields: hcp, price, rep, region.",adls/claims/allbrands/japan/,adls,Active,,,Beginning of week,Daily,Yes,all_brands_japan_claims_z,all_brands_claims_daily_xform,all_brands_claims_japan_metric_rpt,Schema change expected next quarter
Global Datawarehouse,Diab_1_508_Engagement_qtr,Diab 1 508 Engagement Qtr,csv,Turkey,Diab_1,"HCP, Engagement, Volume, Price",Lakshya Mishra,IQVIA,iqvia118@veeva.com,IQVIA,Manual,smith@dr.com105@vendor.net,akira148@veeva.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Turkey, with fields: price, region, rep, volume.",adls/engagement/diab_1/turkey/,s3,Inactive,06/18/2024,Contract expired on 06/18/2024,Beginning of week,Quarterly,No,diab_1_turkey_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_turkey_metri_rpt,PII masked at source
Global Datawarehouse,All Brands_509_Sales_qtr,All Brands 509 Sales Qtr,csv,Spain,All Brands,"Units, Volume, Revenue, HCP",Sridhar,IQVIA,iqvia730@dr.com,IQVIA,Manual,jones@dr.com544@dr.com,johanna@dr.com120@veeva.com,Sales Data,Campaign Metrics,"Contains sales data for All Brands in Spain, with fields: hcp, volume.",adls/sales/allbrands/spain/,s3,Inactive,06/13/2024,Contract expired on 06/13/2024,Middle of month,Quarterly,Yes,all_brands_spain_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_spain_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,Dermalix_510_Engagement_qtr,Dermalix 510 Engagement Qtr,csv,Turkey,Dermalix,"Rep, HCP, Engagement",Johanna,Snowflake External,snowflake224@vendor.net,IQVIA,Automated,smith@dr.com280@company.com,sridhar10@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for Dermalix in Turkey, with fields: rep, hcp.",gcs/engagement/dermalix/turkey/,s3,Active,,,End of Quarter,Quarterly,Yes,dermalix_turkey_engagement_z,dermalix_engagement_quarterly_xform,dermalix_engagement_turkey_met_rpt,PII masked at source
Global Datawarehouse,Diab_1_511_Sales_weekly,Diab 1 511 Sales Weekly,csv,India,Diab_1,"Engagement, Rep, Volume, Units, Brand",Lakshya Mishra,Veeva,veeva749@dr.com,IQVIA,Automated,smith463@dr.com,johanna@dr.com690@dr.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in India, with fields: ta, rep.",gcs/sales/diab_1/india/,adls,Active,,,End of Month,Weekly,No,diab_1_india_sales_z,diab_1_sales_weekly_xform,diab_1_sales_india_metrics_rpt,PII masked at source
EU Datawarehouse,Diab_1_512_Sales_qtr,Diab 1 512 Sales Qtr,json,US,Diab_1,"Country, Revenue, Price",Sridhar,IQVIA,iqvia997@company.com,IQVIA,Manual,chen218@company.com,chen658@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in US, with fields: hcp, rep, region, price.",s3/sales/diab_1/us/,s3,Active,,,Beginning of week,Biweekly,Yes,diab_1_us_sales_z,diab_1_sales_biweekly_xform,,Backfill required for last 3 months
Global Datawarehouse,Dermalix_513_Engagement_qtr,Dermalix 513 Engagement Qtr,csv,Brazil,Dermalix,"HCP, Country, Price",Sridhar,Veeva,veeva174@vendor.net,Veeva CRM,API Pull,johanna24@iqvia.com,johanna@dr.com731@iqvia.com,Engagement Data,Regional Sales Data,"Contains engagement data for Dermalix in Brazil, with fields: price, ta, rep, engagement.",adls/engagement/dermalix/brazil/,s3,Inactive,04/22/2024,Contract expired on 04/22/2024,Beginning of week,Quarterly,No,dermalix_brazil_engagement_z,dermalix_engagement_quarterly_xform,dermalix_engagement_brazil_met_rpt,Schema change expected next quarter
Japan Datawarehouse,All Brands_514_Sales_qtr,All Brands 514 Sales Qtr,psv,US,All Brands,"Volume, Region, Rep, Revenue",Akira,IQVIA,iqvia77@veeva.com,Netsuite,Automated,smith@dr.com131@vendor.net,johanna@dr.com888@company.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: volume, hcp, revenue, price.",gcs/sales/allbrands/us/,s3,Active,,,End of Quarter,Quarterly,No,all_brands_us_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_us_metrics_rpt,Schema change expected next quarter
US Datawarehouse,All Brands_515_Inventory_qtr,All Brands 515 Inventory Qtr,tsv,US,All Brands,"Rep, TA, Price, Engagement, Units",Lakshya Mishra,IQVIA,iqvia428@vendor.net,IQVIA,Manual,smith883@veeva.com,johanna@dr.com877@company.com,Inventory Data,Regional Sales Data,"Contains inventory data for All Brands in US, with fields: rep, engagement.",adls/inventory/allbrands/us/,s3,Active,,,Beginning of week,Quarterly,No,all_brands_us_inventory_z,all_brands_inventory_quarterly_xform,all_brands_inventory_us_metric_rpt,Backfill required for last 3 months
US Datawarehouse,Diab_1_516_Engagement_weekly,Diab 1 516 Engagement Weekly,psv,Canada,Diab_1,"HCP, Brand, Region, Engagement, TA",Lakshya Mishra,Veeva,veeva626@iqvia.com,IQVIA,Automated,jones@dr.com458@vendor.net,chen46@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in Canada, with fields: price, revenue.",s3/engagement/diab_1/canada/,s3,Active,,,Beginning of week,Weekly,Yes,diab_1_canada_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_canada_metri_rpt,This file is set to expire by end of 2025
Global Datawarehouse,Diab_1_517_Claims_weekly,Diab 1 517 Claims Weekly,psv,US,Diab_1,"Engagement, Brand, Units",Chen,Snowflake External,snowflake208@vendor.net,IQVIA,Manual,smith970@veeva.com,johanna@dr.com69@dr.com,Claims Data,Weekly Rep HCP Engagement Data,"Contains claims data for Diab_1 in US, with fields: engagement, region, hcp, rep.",s3/claims/diab_1/us/,s3,Pilot,,,Monthly,Weekly,Yes,diab_1_us_claims_z,diab_1_claims_weekly_xform,diab_1_claims_us_metrics_rpt,This file is set to expire by end of 2025
APAC Datawarehouse,All Brands_518_Sales_qtr,All Brands 518 Sales Qtr,psv,US,All Brands,"Rep, Region, Engagement, Revenue",Sridhar,Veeva,veeva452@dr.com,IQVIA,Manual,jones@dr.com367@veeva.com,johanna@dr.com590@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: hcp, rep.",adls/sales/allbrands/us/,s3,Deprecated,11/16/2023,Replaced by new pipeline on 11/16/2023,Beginning of week,Quarterly,Yes,all_brands_us_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_us_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,Diab_1_519_Engagement_weekly,Diab 1 519 Engagement Weekly,psv,US,Diab_1,"Brand, Rep, Country, Price, TA",Sridhar,Veeva,veeva221@dr.com,IQVIA,Manual,jones@dr.com280@company.com,johanna@dr.com524@iqvia.com,Engagement Data,Monthly Claims Summary,"Contains engagement data for Diab_1 in US, with fields: price, revenue, rep.",adls/engagement/diab_1/us/,s3,Pilot,,,End of Quarter,Weekly,No,diab_1_us_engagement_z,diab_1_engagement_weekly_xform,,Schema change expected next quarter
Global Datawarehouse,Diab_1_520_Sales_weekly,Diab 1 520 Sales Weekly,csv,India,Diab_1,"Price, Revenue, Volume",Maria,AWS Data Exchange,aws316@veeva.com,IQVIA,Manual,smith@dr.com404@dr.com,smith778@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for Diab_1 in India, with fields: volume, engagement, hcp.",adls/sales/diab_1/india/,s3,Inactive,03/19/2025,Contract expired on 03/19/2025,Monthly,Weekly,No,diab_1_india_sales_z,diab_1_sales_weekly_xform,diab_1_sales_india_metrics_rpt,Backfill required for last 3 months
US Datawarehouse,All Brands_521_Sales_daily,All Brands 521 Sales Daily,psv,US,All Brands,"Volume, Country, Region, Price",Sridhar,IQVIA,iqvia611@veeva.com,Veeva CRM,Automated,johanna965@vendor.net,akira749@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for All Brands in US, with fields: engagement, revenue, price.",s3/sales/allbrands/us/,s3,Active,,,Monthly,Daily,Yes,all_brands_us_sales_z,all_brands_sales_daily_xform,,Backfill required for last 3 months
Global Datawarehouse,All Brands_522_Sales_weekly,All Brands 522 Sales Weekly,psv,US,All Brands,"Engagement, Price, Brand, HCP, Revenue",Lakshya Mishra,Veeva,veeva206@dr.com,IQVIA,Automated,jones@dr.com530@company.com,johanna@dr.com763@company.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in US, with fields: volume, engagement, region.",gcs/sales/allbrands/us/,s3,Inactive,09/18/2023,Contract expired on 09/18/2023,Monthly,Weekly,Yes,all_brands_us_sales_z,all_brands_sales_weekly_xform,all_brands_sales_us_metrics_rpt,New processing pipeline in progress
US Datawarehouse,OncoPro_523_Engagement_weekly,Oncopro 523 Engagement Weekly,psv,US,OncoPro,"Volume, Rep, Revenue",Lakshya Mishra,Veeva,veeva581@vendor.net,Salesforce,SFTP Drop,smith504@veeva.com,johanna107@iqvia.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for OncoPro in US, with fields: volume, rep, ta.",s3/engagement/oncopro/us/,adls,Active,,,End of week,Weekly,Yes,oncopro_us_engagement_z,oncopro_engagement_weekly_xform,,Schema change expected next quarter
Japan Datawarehouse,All Brands_524_Engagement_weekly,All Brands 524 Engagement Weekly,parquet,Turkey,All Brands,"Price, Engagement, Revenue, Rep, Region",Lakshya Mishra,Veeva,veeva683@dr.com,IQVIA,Manual,jones@dr.com998@veeva.com,ananya693@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for All Brands in Turkey, with fields: ta, rep, hcp.",adls/engagement/allbrands/turkey/,s3,Inactive,06/11/2025,Contract expired on 06/11/2025,End of Quarter,Weekly,No,all_brands_turkey_engagement_z,all_brands_engagement_weekly_xform,all_brands_engagement_turkey_m_rpt,This file is set to expire by end of 2025
Japan Datawarehouse,Respira_525_Engagement_qtr,Respira 525 Engagement Qtr,csv,Turkey,Respira,"HCP, Revenue, Country, Rep, Units",Sridhar,Veeva,veeva861@iqvia.com,Veeva CRM,Automated,smith@dr.com63@dr.com,johanna@dr.com463@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for Respira in Turkey, with fields: revenue, price, volume, ta.",gcs/engagement/respira/turkey/,s3,Active,,,End of Quarter,Quarterly,No,respira_turkey_engagement_z,respira_engagement_quarterly_xform,respira_engagement_turkey_metr_rpt,PII masked at source
Global Datawarehouse,Diab_1_526_Engagement_weekly,Diab 1 526 Engagement Weekly,csv,US,Diab_1,"Country, Revenue, HCP",Lakshya Mishra,IQVIA,iqvia8@dr.com,Oracle EBS,Manual,jones@dr.com928@dr.com,johanna@dr.com627@iqvia.com,Engagement Data,Monthly Claims Summary,"Contains engagement data for Diab_1 in US, with fields: ta, price, hcp, engagement.",gcs/engagement/diab_1/us/,s3,Active,,,End of Quarter,Weekly,No,diab_1_us_engagement_z,diab_1_engagement_weekly_xform,diab_1_engagement_us_metrics_rpt,This file is set to expire by end of 2025
Global Datawarehouse,All Brands_527_Marketing_weekly,All Brands 527 Marketing Weekly,csv,US,All Brands,"Volume, TA, Engagement, Brand",Lakshya Mishra,IQVIA,iqvia549@iqvia.com,Veeva CRM,API Pull,jones@dr.com978@dr.com,johanna@dr.com947@veeva.com,Marketing Data,Regional Sales Data,"Contains marketing data for All Brands in US, with fields: revenue, ta, rep.",gcs/marketing/allbrands/us/,s3,Inactive,01/28/2025,Contract expired on 01/28/2025,End of Quarter,Weekly,Yes,all_brands_us_marketing_z,all_brands_marketing_weekly_xform,all_brands_marketing_us_metric_rpt,New processing pipeline in progress
APAC Datawarehouse,OncoPro_528_Sales_qtr,Oncopro 528 Sales Qtr,psv,Australia,OncoPro,"Volume, Revenue, Units",Jones,Veeva,veeva23@dr.com,Veeva CRM,Manual,jones@dr.com127@vendor.net,johanna@dr.com777@vendor.net,Sales Data,Regional Sales Data,"Contains sales data for OncoPro in Australia, with fields: revenue, hcp, region.",adls/sales/oncopro/australia/,s3,Active,,,End of Quarter,Quarterly,Yes,oncopro_australia_sales_z,oncopro_sales_quarterly_xform,oncopro_sales_australia_metric_rpt,PII masked at source
Japan Datawarehouse,Respira_529_Engagement_weekly,Respira 529 Engagement Weekly,csv,US,Respira,"Engagement, Rep, Revenue, Price, HCP",Akira,IQVIA,iqvia86@dr.com,Veeva CRM,API Pull,smith@dr.com28@veeva.com,johanna@dr.com251@vendor.net,Engagement Data,Regional Sales Data,"Contains engagement data for Respira in US, with fields: hcp, region, rep, volume.",gcs/engagement/respira/us/,s3,Pilot,,,End of week,Weekly,Yes,respira_us_engagement_z,respira_engagement_weekly_xform,respira_engagement_us_metrics_rpt,Schema change expected next quarter
Global Datawarehouse,Diab_1_530_Engagement_qtr,Diab 1 530 Engagement Qtr,xlsx,South Korea,Diab_1,"Country, Region, Engagement, Units, TA",Miguel,Veeva,veeva351@iqvia.com,IQVIA,Automated,jones@dr.com277@vendor.net,johanna@dr.com29@dr.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in South Korea, with fields: price, revenue, region.",gcs/engagement/diab_1/southkorea/,s3,Active,,,Beginning of week,Quarterly,Yes,diab_1_south_korea_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_south_korea_rpt,PII masked at source
APAC Datawarehouse,NeuroMax_531_Sales_weekly,Neuromax 531 Sales Weekly,csv,Japan,NeuroMax,"Region, Country, Revenue",Lakshya Mishra,IQVIA,iqvia478@veeva.com,Veeva CRM,Automated,akira907@company.com,johanna@dr.com743@iqvia.com,Sales Data,Regional Sales Data,"Contains sales data for NeuroMax in Japan, with fields: engagement, rep, region, ta.",gcs/sales/neuromax/japan/,s3,Active,,,End of Quarter,Weekly,No,neuromax_japan_sales_z,neuromax_sales_weekly_xform,,Schema change expected next quarter
Global Datawarehouse,Diab_1_532_Engagement_qtr,Diab 1 532 Engagement Qtr,csv,US,Diab_1,"Brand, Price, Engagement, Country",Sridhar,Veeva,veeva296@vendor.net,Veeva CRM,Automated,jones@dr.com495@dr.com,lakshya175@company.com,Engagement Data,Regional Sales Data,"Contains engagement data for Diab_1 in US, with fields: ta, hcp, rep, revenue.",gcs/engagement/diab_1/us/,s3,Inactive,11/23/2024,Contract expired on 11/23/2024,Monthly,Quarterly,No,diab_1_us_engagement_z,diab_1_engagement_quarterly_xform,diab_1_engagement_us_metrics_rpt,This file is set to expire by end of 2025
US Datawarehouse,Diab_1_533_Sales_qtr,Diab 1 533 Sales Qtr,csv,South Korea,Diab_1,"TA, Brand, Engagement, Country, HCP",Lakshya Mishra,Veeva,veeva850@iqvia.com,Veeva CRM,Manual,lakshya566@company.com,akira981@veeva.com,Sales Data,Regional Sales Data,"Contains sales data for Diab_1 in South Korea, with fields: rep, ta, hcp, revenue.",s3/sales/diab_1/southkorea/,s3,Inactive,12/06/2024,Contract expired on 12/06/2024,End of Quarter,Quarterly,No,diab_1_south_korea_sales_z,diab_1_sales_quarterly_xform,diab_1_sales_south_korea_metri_rpt,This file is set to expire by end of 2025
Global Datawarehouse,All Brands_534_Sales_qtr,All Brands 534 Sales Qtr,csv,UK,All Brands,"HCP, Units, Rep, Revenue",Sridhar,Snowflake External,snowflake841@veeva.com,IQVIA,Automated,smith@dr.com583@vendor.net,ananya338@veeva.com,Sales Data,Weekly Rep HCP Engagement Data,"Contains sales data for All Brands in UK, with fields: engagement, revenue, region, ta.",s3/sales/allbrands/uk/,s3,Inactive,02/02/2023,Contract expired on 02/02/2023,Monthly,Quarterly,No,all_brands_uk_sales_z,all_brands_sales_quarterly_xform,all_brands_sales_uk_metrics_rpt,New processing pipeline in progress
US Datawarehouse,All Brands_535_Engagement_qtr,All Brands 535 Engagement Qtr,csv,UK,All Brands,"Revenue, Units, Region, HCP",Sridhar,Veeva,veeva571@iqvia.com,Veeva CRM,Automated,smith@dr.com377@dr.com,johanna@dr.com202@company.com,Engagement Data,Weekly Rep HCP Engagement Data,"Contains engagement data for All Brands in UK, with fields: hcp, revenue, rep, price.",s3/engagement/allbrands/uk/,s3,Active,,,End of Quarter,Quarterly,No,all_brands_uk_engagement_z,all_brands_engagement_quarterl_xform,all_brands_engagement_uk_metri_rpt,Backfill required for last 3 months
Japan Datawarehouse,NeuroMax_536_Claims_weekly,Neuromax 536 Claims Weekly,json,Brazil,NeuroMax,"Rep, Engagement, Volume, Revenue, Brand",Lakshya Mishra,Veeva,veeva976@veeva.com,IQVIA,Manual,smith@dr.com455@vendor.net,johanna@dr.com195@company.com,Claims Data,Regional Sales Data,"Contains claims data for NeuroMax in Brazil, with fields: rep, revenue, hcp.",adls/claims/neuromax/brazil/,s3,Inactive,03/13/2024,Contract expired on 03/13/2024,Beginning of week,Weekly,No,neuromax_brazil_claims_z,neuromax_claims_weekly_xform,neuromax_claims_brazil_metrics_rpt,PII masked at source
